Dissimilarność,Korelacja,Kontrast,Energia,Homogeniczność,ASM,Kategoria
1.017101377952756,0.9495420871129266,2.0843996062992125,0.15976072049960763,0.5893151975412492,0.02552348781455375,cegla
1.7082274164548332,0.8644752579674649,5.39748279496559,0.1320899946362212,0.44075238954183105,0.017447766682996944,cegla
1.462413877952756,0.896565210891773,4.120140255905512,0.14107462303528495,0.48696750338919365,0.01990204926454775,cegla
1.6265112530225059,0.8762271100981557,4.930125860251721,0.13452041043236118,0.45406377907230094,0.018095740822890907,cegla
1.8796249999999999,0.8511763379843212,6.1552500000000006,0.12440889927473034,0.40558745550100983,0.01547757421875,cegla
2.254724111866969,0.7597999385275634,9.201310153691105,0.12049281528119654,0.36164004938636773,0.014518518534388552,cegla
2.3103125,0.714025333818306,10.4793125,0.12058934868231522,0.364216779357775,0.014541791015625,cegla
2.181153943058705,0.7706555523313803,8.792894935752079,0.12210287371526933,0.3739073891825486,0.01490911176952701,cegla
2.059006605691057,0.8229013155524824,7.316501524390244,0.12092954666900618,0.3788038476844129,0.014623955257571344,cegla
2.4862122788761702,0.652813034752155,12.152055150884497,0.11854038857460485,0.34247733603508734,0.014051823723418308,cegla
2.5546239837398375,0.6061955731352511,13.255335365853657,0.11835542270037988,0.3422111400902794,0.014008006082585596,cegla
2.491350156087409,0.6469472302318837,12.359326222684704,0.11841035517085347,0.34708097515378245,0.014021012211687663,cegla
0.8491633858267715,0.9302449463072023,2.311515748031496,0.2608168114253897,0.6791639690522301,0.0680254091221073,cegla
1.4651869303738605,0.798478364367202,6.569533139066277,0.2213872634527235,0.552455221655963,0.0490123204190856,cegla
1.2436023622047245,0.836934259691714,5.31003937007874,0.23829648551932045,0.6072371186856901,0.0567852150108597,cegla
1.388926777853556,0.8020827949836338,6.451236902473805,0.2287298059175655,0.5757949984162614,0.05231732411508719,cegla
1.5353750000000002,0.8043366849639796,6.503000000000002,0.2106024978706924,0.5164947581457845,0.044353412109375004,cegla
2.0168808264046354,0.5847313015081775,13.2689594356261,0.20482648863458516,0.47526939372803306,0.04195389044637384,cegla
